<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.03	14:00:00	1.11298	1.11425	1.11279	1.11390	2401	0	5
2020.01.03	15:00:00	1.11391	1.11486	1.11372	1.11381	2742	0	5
2020.01.03	16:00:00	1.11380	1.11540	1.11352	1.11522	3002	0	5
2020.01.03	17:00:00	1.11555	1.11672	1.11523	1.11633	4792	0	5
2020.01.03	18:00:00	1.11633	1.11797	1.11623	1.11718	3214	0	5
2020.01.03	19:00:00	1.11719	1.11739	1.11677	1.11720	1541	0	5
2020.01.03	20:00:00	1.11719	1.11731	1.11659	1.11667	2044	0	5
2020.01.03	21:00:00	1.11665	1.11679	1.11611	1.11672	2006	0	5
2020.01.03	22:00:00	1.11672	1.11672	1.11599	1.11613	1276	0	5
2020.01.03	23:00:00	1.11613	1.11618	1.11518	1.11563	932	0	5
2020.01.06	00:00:00	1.11648	1.11664	1.11587	1.11591	333	0	5
2020.01.06	01:00:00	1.11594	1.11675	1.11592	1.11603	1609	0	5
2020.01.06	02:00:00	1.11601	1.11682	1.11600	1.11635	1497	0	5
2020.01.06	03:00:00	1.11634	1.11653	1.11611	1.11626	1526	0	5
2020.01.06	04:00:00	1.11626	1.11669	1.11621	1.11653	816	0	5
2020.01.06	05:00:00	1.11654	1.11709	1.11652	1.11657	1439	0	5
2020.01.06	06:00:00	1.11657	1.11660	1.11615	1.11642	1073	0	5
2020.01.06	07:00:00	1.11642	1.11650	1.11604	1.11621	820	0	5
2020.01.06	08:00:00	1.11623	1.11624	1.11570	1.11606	1155	0	5
2020.01.06	09:00:00	1.11604	1.11665	1.11596	1.11645	2265	0	5
2020.01.06	10:00:00	1.11645	1.11798	1.11631	1.11784	2950	0	5
2020.01.06	11:00:00	1.11784	1.11935	1.11750	1.11932	3120	0	5
2020.01.06	12:00:00	1.11932	1.11994	1.11899	1.11960	2500	0	5
2020.01.06	13:00:00	1.11960	1.12053	1.11960	1.12031	2595	0	5
2020.01.06	14:00:00	1.12031	1.12042	1.11950	1.11979	1853	0	5
2020.01.06	15:00:00	1.11982	1.12030	1.11911	1.11975	2322	0	5
2020.01.06	16:00:00	1.11975	1.12001	1.11824	1.11830	2655	0	5
2020.01.06	17:00:00	1.11830	1.11899	1.11821	1.11885	3131	0	5
2020.01.06	18:00:00	1.11885	1.11895	1.11808	1.11871	2221	0	5
2020.01.06	19:00:00	1.11871	1.11959	1.11841	1.11948	1460	0	5
2020.01.06	20:00:00	1.11949	1.11977	1.11916	1.11918	1196	0	5
2020.01.06	21:00:00	1.11918	1.11928	1.11879	1.11911	1294	0	5
2020.01.06	22:00:00	1.11912	1.11937	1.11888	1.11935	1111	0	5
2020.01.06	23:00:00	1.11931	1.11989	1.11928	1.11967	560	0	5
