<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.05.20	18:00:00	1.22697	1.22743	1.22460	1.22543	4167	0	8
2020.05.20	19:00:00	1.22545	1.22576	1.22268	1.22287	4194	0	8
2020.05.20	20:00:00	1.22285	1.22401	1.22252	1.22316	2902	0	8
2020.05.20	21:00:00	1.22319	1.22404	1.22276	1.22294	2978	0	8
2020.05.20	22:00:00	1.22294	1.22356	1.22262	1.22309	2707	0	8
2020.05.20	23:00:00	1.22309	1.22384	1.22274	1.22367	1423	0	8
2020.05.21	00:00:00	1.22305	1.22392	1.22264	1.22375	637	0	8
2020.05.21	01:00:00	1.22375	1.22437	1.22348	1.22370	1216	0	8
2020.05.21	02:00:00	1.22373	1.22396	1.22326	1.22358	828	0	8
2020.05.21	03:00:00	1.22362	1.22362	1.22074	1.22088	1816	0	8
2020.05.21	04:00:00	1.22088	1.22098	1.21950	1.21984	2127	0	8
2020.05.21	05:00:00	1.21986	1.22018	1.21920	1.21996	2103	0	8
2020.05.21	06:00:00	1.21996	1.22028	1.21954	1.21963	1299	0	8
2020.05.21	07:00:00	1.21963	1.22057	1.21953	1.22028	1137	0	8
2020.05.21	08:00:00	1.22027	1.22034	1.21853	1.21885	1235	0	8
2020.05.21	09:00:00	1.21885	1.22031	1.21867	1.22009	2669	0	8
2020.05.21	10:00:00	1.22010	1.22075	1.21869	1.21909	3706	0	8
2020.05.21	11:00:00	1.21908	1.22248	1.21879	1.22248	3838	0	8
2020.05.21	12:00:00	1.22248	1.22367	1.22187	1.22278	3425	0	8
2020.05.21	13:00:00	1.22278	1.22459	1.22236	1.22289	3259	0	8
2020.05.21	14:00:00	1.22289	1.22436	1.22184	1.22255	3898	0	8
2020.05.21	15:00:00	1.22255	1.22441	1.22177	1.22286	4111	0	8
2020.05.21	16:00:00	1.22285	1.22453	1.22057	1.22365	5337	0	8
2020.05.21	17:00:00	1.22364	1.22494	1.22105	1.22122	6617	0	8
2020.05.21	18:00:00	1.22122	1.22350	1.22079	1.22235	4739	0	8
2020.05.21	19:00:00	1.22236	1.22329	1.22208	1.22291	3165	0	8
2020.05.21	20:00:00	1.22294	1.22399	1.22294	1.22370	2934	0	8
2020.05.21	21:00:00	1.22374	1.22396	1.22251	1.22339	2133	0	8
2020.05.21	22:00:00	1.22339	1.22411	1.22180	1.22186	2717	0	8
2020.05.21	23:00:00	1.22189	1.22240	1.22121	1.22224	1804	0	8
2020.05.22	00:00:00	1.22150	1.22279	1.22150	1.22226	441	0	8
2020.05.22	01:00:00	1.22218	1.22304	1.22187	1.22235	491	0	8
2020.05.22	02:00:00	1.22236	1.22247	1.22199	1.22218	891	0	8
2020.05.22	03:00:00	1.22221	1.22333	1.22211	1.22259	2258	0	8
2020.05.22	04:00:00	1.22259	1.22331	1.22226	1.22268	2493	0	8
2020.05.22	05:00:00	1.22268	1.22269	1.22064	1.22129	2546	0	8
2020.05.22	06:00:00	1.22128	1.22183	1.22089	1.22116	2007	0	8
2020.05.22	07:00:00	1.22116	1.22133	1.22051	1.22112	2081	0	8
2020.05.22	08:00:00	1.22113	1.22208	1.21990	1.22147	1988	0	8
2020.05.22	09:00:00	1.22145	1.22194	1.21991	1.22079	3063	0	8
2020.05.22	10:00:00	1.22079	1.22093	1.21628	1.21672	4661	0	8
2020.05.22	11:00:00	1.21672	1.21865	1.21631	1.21770	3540	0	8
2020.05.22	12:00:00	1.21770	1.21923	1.21648	1.21722	3414	0	8
2020.05.22	13:00:00	1.21722	1.21884	1.21611	1.21831	3957	0	8
2020.05.22	14:00:00	1.21831	1.21923	1.21726	1.21786	3641	0	8
2020.05.22	15:00:00	1.21784	1.21806	1.21659	1.21701	3083	0	8
2020.05.22	16:00:00	1.21701	1.21858	1.21681	1.21799	4114	0	8
2020.05.22	17:00:00	1.21798	1.22082	1.21738	1.21916	4199	0	8
2020.05.22	18:00:00	1.21916	1.21916	1.21704	1.21757	2945	0	8
2020.05.22	19:00:00	1.21757	1.21828	1.21687	1.21694	1834	0	8
2020.05.22	20:00:00	1.21687	1.21782	1.21645	1.21780	1809	0	8
2020.05.22	21:00:00	1.21780	1.21842	1.21725	1.21729	1765	0	8
2020.05.22	22:00:00	1.21729	1.21765	1.21665	1.21749	2011	0	8
2020.05.22	23:00:00	1.21749	1.21783	1.21641	1.21641	1061	0	8
2020.05.25	00:00:00	1.21709	1.21821	1.21566	1.21706	357	0	8
2020.05.25	01:00:00	1.21706	1.21870	1.21672	1.21850	639	0	8
2020.05.25	02:00:00	1.21850	1.21875	1.21806	1.21855	1158	0	8
2020.05.25	03:00:00	1.21855	1.21912	1.21771	1.21862	2111	0	8
2020.05.25	04:00:00	1.21864	1.21872	1.21747	1.21808	2755	0	8
2020.05.25	05:00:00	1.21808	1.21816	1.21731	1.21736	2162	0	8
2020.05.25	06:00:00	1.21736	1.21817	1.21736	1.21771	1818	0	8
2020.05.25	07:00:00	1.21772	1.21817	1.21772	1.21801	893	0	8
2020.05.25	08:00:00	1.21801	1.21835	1.21709	1.21746	1328	0	8
2020.05.25	09:00:00	1.21743	1.21796	1.21694	1.21730	2176	0	8
2020.05.25	10:00:00	1.21726	1.21781	1.21635	1.21662	2586	0	8
2020.05.25	11:00:00	1.21657	1.21871	1.21644	1.21817	2593	0	8
2020.05.25	12:00:00	1.21817	1.21882	1.21777	1.21862	2619	0	8
2020.05.25	13:00:00	1.21861	1.21863	1.21781	1.21821	2302	0	8
2020.05.25	14:00:00	1.21821	1.21918	1.21737	1.21916	2542	0	8
2020.05.25	15:00:00	1.21918	1.21923	1.21840	1.21843	2380	0	8
2020.05.25	16:00:00	1.21844	1.21957	1.21811	1.21946	2808	0	8
2020.05.25	17:00:00	1.21946	1.22033	1.21874	1.21956	2815	0	8
2020.05.25	18:00:00	1.21952	1.21994	1.21892	1.21956	1420	0	8
2020.05.25	19:00:00	1.21948	1.22000	1.21844	1.21859	1268	0	8
2020.05.25	20:00:00	1.21858	1.21967	1.21855	1.21918	3260	0	8
2020.05.25	21:00:00	1.21919	1.21940	1.21901	1.21920	2745	0	8
2020.05.25	22:00:00	1.21920	1.21948	1.21899	1.21931	1901	0	8
2020.05.25	23:00:00	1.21931	1.21952	1.21685	1.21808	3388	0	8
2020.05.26	00:00:00	1.21836	1.21950	1.21779	1.21833	789	0	8
2020.05.26	01:00:00	1.21841	1.21905	1.21760	1.21885	678	0	8
2020.05.26	02:00:00	1.21884	1.22018	1.21878	1.22016	1456	0	8
2020.05.26	03:00:00	1.22014	1.22184	1.21969	1.22165	2091	0	8
2020.05.26	04:00:00	1.22165	1.22228	1.22065	1.22097	2821	0	8
2020.05.26	05:00:00	1.22097	1.22148	1.22044	1.22082	1616	0	8
2020.05.26	06:00:00	1.22082	1.22163	1.22042	1.22160	1691	0	8
2020.05.26	07:00:00	1.22160	1.22235	1.22126	1.22180	1223	0	8
2020.05.26	08:00:00	1.22180	1.22204	1.22153	1.22201	1091	0	8
2020.05.26	09:00:00	1.22199	1.22572	1.22194	1.22537	3228	0	8
2020.05.26	10:00:00	1.22537	1.22680	1.22497	1.22645	4933	0	8
2020.05.26	11:00:00	1.22645	1.23044	1.22606	1.23018	4723	0	8
2020.05.26	12:00:00	1.23021	1.23258	1.23020	1.23115	4784	0	8
2020.05.26	13:00:00	1.23114	1.23196	1.23010	1.23094	3675	0	8
2020.05.26	14:00:00	1.23085	1.23431	1.23026	1.23382	3627	0	8
2020.05.26	15:00:00	1.23382	1.23492	1.23332	1.23434	3713	0	8
2020.05.26	16:00:00	1.23435	1.23524	1.23286	1.23390	4561	0	8
2020.05.26	17:00:00	1.23390	1.23626	1.23192	1.23616	5483	0	8
2020.05.26	18:00:00	1.23613	1.23613	1.23331	1.23347	4715	0	8
2020.05.26	19:00:00	1.23349	1.23460	1.23323	1.23352	2811	0	8
2020.05.26	20:00:00	1.23352	1.23366	1.23214	1.23248	2775	0	8
2020.05.26	21:00:00	1.23248	1.23441	1.23237	1.23419	2819	0	8
2020.05.26	22:00:00	1.23419	1.23458	1.23254	1.23278	3301	0	8
2020.05.26	23:00:00	1.23278	1.23382	1.23274	1.23374	1789	0	8
2020.05.27	00:00:00	1.23333	1.23394	1.23291	1.23340	776	0	8
2020.05.27	01:00:00	1.23350	1.23358	1.23321	1.23336	710	0	8
2020.05.27	02:00:00	1.23336	1.23368	1.23299	1.23311	1155	0	8
2020.05.27	03:00:00	1.23312	1.23333	1.23157	1.23219	2059	0	8
2020.05.27	04:00:00	1.23218	1.23309	1.23186	1.23186	1689	0	8
2020.05.27	05:00:00	1.23186	1.23231	1.23115	1.23217	2364	0	8
2020.05.27	06:00:00	1.23219	1.23244	1.23124	1.23177	1854	0	8
2020.05.27	07:00:00	1.23177	1.23196	1.23108	1.23126	1317	0	8
2020.05.27	08:00:00	1.23126	1.23206	1.23096	1.23150	2052	0	8
2020.05.27	09:00:00	1.23150	1.23319	1.23034	1.23123	3088	0	8
2020.05.27	10:00:00	1.23121	1.23193	1.22884	1.22963	4423	0	8
2020.05.27	11:00:00	1.22964	1.23149	1.22924	1.23023	4448	0	8
2020.05.27	12:00:00	1.23021	1.23389	1.22804	1.23386	7449	0	8
2020.05.27	13:00:00	1.23386	1.23539	1.23210	1.23338	6131	0	8
2020.05.27	14:00:00	1.23338	1.23408	1.23074	1.23119	4557	0	8
2020.05.27	15:00:00	1.23125	1.23139	1.22582	1.22718	6878	0	8
2020.05.27	16:00:00	1.22719	1.22828	1.22457	1.22572	6777	0	8
2020.05.27	17:00:00	1.22570	1.22753	1.22109	1.22112	7508	0	8
2020.05.27	18:00:00	1.22113	1.22326	1.22041	1.22294	6828	0	8
2020.05.27	19:00:00	1.22294	1.22480	1.22255	1.22387	5077	0	8
2020.05.27	20:00:00	1.22387	1.22567	1.22333	1.22525	3917	0	8
2020.05.27	21:00:00	1.22526	1.22567	1.22444	1.22550	3184	0	8
2020.05.27	22:00:00	1.22550	1.22628	1.22468	1.22545	3010	0	8
2020.05.27	23:00:00	1.22543	1.22631	1.22520	1.22601	1924	0	8
2020.05.28	00:00:00	1.22589	1.22619	1.22584	1.22603	393	0	8
2020.05.28	01:00:00	1.22603	1.22631	1.22587	1.22630	668	0	8
2020.05.28	02:00:00	1.22630	1.22682	1.22597	1.22633	1292	0	8
2020.05.28	03:00:00	1.22627	1.22689	1.22594	1.22665	1960	0	8
2020.05.28	04:00:00	1.22665	1.22760	1.22592	1.22685	2658	0	8
2020.05.28	05:00:00	1.22685	1.22716	1.22600	1.22664	1751	0	8
2020.05.28	06:00:00	1.22665	1.22689	1.22518	1.22523	1974	0	8
2020.05.28	07:00:00	1.22521	1.22560	1.22479	1.22526	1749	0	8
2020.05.28	08:00:00	1.22526	1.22628	1.22480	1.22594	2017	0	8
2020.05.28	09:00:00	1.22593	1.22809	1.22559	1.22669	3118	0	8
2020.05.28	10:00:00	1.22665	1.22773	1.22577	1.22584	4645	0	8
2020.05.28	11:00:00	1.22584	1.22689	1.22447	1.22540	4312	0	8
2020.05.28	12:00:00	1.22539	1.22838	1.22468	1.22574	4591	0	8
2020.05.28	13:00:00	1.22573	1.22609	1.22335	1.22376	4363	0	8
2020.05.28	14:00:00	1.22374	1.22664	1.22360	1.22537	3662	0	8
2020.05.28	15:00:00	1.22537	1.22874	1.22537	1.22766	4957	0	8
2020.05.28	16:00:00	1.22765	1.23045	1.22763	1.22850	6219	0	8
2020.05.28	17:00:00	1.22853	1.23348	1.22775	1.23196	6473	0	8
2020.05.28	18:00:00	1.23199	1.23322	1.23077	1.23240	5550	0	8
2020.05.28	19:00:00	1.23240	1.23429	1.23197	1.23375	4831	0	8
2020.05.28	20:00:00	1.23379	1.23411	1.23292	1.23323	3210	0	8
2020.05.28	21:00:00	1.23323	1.23429	1.23303	1.23428	3076	0	8
2020.05.28	22:00:00	1.23430	1.23441	1.23111	1.23136	4179	0	8
2020.05.28	23:00:00	1.23136	1.23235	1.23136	1.23221	1878	0	8
2020.05.29	00:00:00	1.23169	1.23230	1.23130	1.23214	634	0	8
2020.05.29	01:00:00	1.23214	1.23244	1.23182	1.23186	1108	0	8
2020.05.29	02:00:00	1.23186	1.23221	1.23167	1.23180	1536	0	8
2020.05.29	03:00:00	1.23182	1.23250	1.23079	1.23211	2725	0	8
2020.05.29	04:00:00	1.23211	1.23291	1.23149	1.23258	2845	0	8
2020.05.29	05:00:00	1.23258	1.23287	1.23185	1.23268	2015	0	8
2020.05.29	06:00:00	1.23268	1.23299	1.23213	1.23279	1975	0	8
2020.05.29	07:00:00	1.23279	1.23446	1.23278	1.23437	1779	0	8
2020.05.29	08:00:00	1.23437	1.23579	1.23377	1.23457	2407	0	8
2020.05.29	09:00:00	1.23455	1.23531	1.23304	1.23467	3877	0	8
2020.05.29	10:00:00	1.23465	1.23531	1.23053	1.23202	6194	0	8
2020.05.29	11:00:00	1.23197	1.23245	1.22916	1.22940	5527	0	8
2020.05.29	12:00:00	1.22946	1.23162	1.22900	1.22994	5493	0	8
2020.05.29	13:00:00	1.22997	1.23380	1.22991	1.23236	5137	0	8
2020.05.29	14:00:00	1.23236	1.23658	1.23194	1.23647	5228	0	8
