<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.02	03:00:00	108.698	108.728	108.634	108.670	1522	0	8
2020.01.02	04:00:00	108.670	108.685	108.652	108.674	1083	0	8
2020.01.02	05:00:00	108.675	108.709	108.670	108.703	816	0	8
2020.01.02	06:00:00	108.702	108.740	108.695	108.738	927	0	8
2020.01.02	07:00:00	108.739	108.754	108.729	108.738	1018	0	8
2020.01.02	08:00:00	108.738	108.745	108.710	108.711	739	0	8
2020.01.02	09:00:00	108.708	108.796	108.691	108.782	2237	0	8
2020.01.02	10:00:00	108.782	108.816	108.762	108.776	2827	0	8
2020.01.02	11:00:00	108.776	108.839	108.771	108.835	2082	0	8
2020.01.02	12:00:00	108.835	108.862	108.788	108.803	1854	0	8
2020.01.02	13:00:00	108.804	108.809	108.767	108.768	1770	0	8
2020.01.02	14:00:00	108.768	108.803	108.753	108.783	1533	0	8
2020.01.02	15:00:00	108.784	108.786	108.653	108.689	2217	0	8
2020.01.02	16:00:00	108.689	108.746	108.632	108.670	3019	0	8
2020.01.02	17:00:00	108.670	108.677	108.208	108.268	4909	0	8
2020.01.02	18:00:00	108.268	108.440	108.257	108.430	2998	0	8
2020.01.02	19:00:00	108.430	108.549	108.427	108.524	2399	0	8
2020.01.02	20:00:00	108.524	108.556	108.494	108.518	2168	0	8
2020.01.02	21:00:00	108.518	108.567	108.507	108.544	1761	0	8
2020.01.02	22:00:00	108.544	108.557	108.489	108.552	1424	0	8
2020.01.02	23:00:00	108.552	108.554	108.523	108.553	669	0	8
2020.01.03	00:00:00	108.541	108.563	108.480	108.540	830	0	8
2020.01.03	01:00:00	108.540	108.626	108.532	108.541	1430	0	8
2020.01.03	02:00:00	108.541	108.559	108.388	108.403	2143	0	8
2020.01.03	03:00:00	108.403	108.438	108.162	108.200	2953	0	8
2020.01.03	04:00:00	108.200	108.238	107.996	108.057	5796	0	8
2020.01.03	05:00:00	108.058	108.181	108.002	108.179	3543	0	8
2020.01.03	06:00:00	108.178	108.228	108.122	108.129	2652	0	8
2020.01.03	07:00:00	108.129	108.161	108.077	108.120	2722	0	8
2020.01.03	08:00:00	108.120	108.149	108.077	108.137	1584	0	8
2020.01.03	09:00:00	108.138	108.138	107.912	107.943	4359	0	8
2020.01.03	10:00:00	107.944	108.069	107.928	107.989	4870	0	8
2020.01.03	11:00:00	107.989	108.066	107.917	108.064	4325	0	8
2020.01.03	12:00:00	108.064	108.127	108.012	108.047	4498	0	8
2020.01.03	13:00:00	108.047	108.113	107.993	108.024	3588	0	8
2020.01.03	14:00:00	108.024	108.152	108.019	108.081	3088	0	8
2020.01.03	15:00:00	108.083	108.159	108.083	108.154	3231	0	8
2020.01.03	16:00:00	108.154	108.264	108.140	108.215	4130	0	8
2020.01.03	17:00:00	108.217	108.217	107.994	108.035	6033	0	8
2020.01.03	18:00:00	108.034	108.036	107.913	107.943	3542	0	8
2020.01.03	19:00:00	107.943	107.984	107.930	107.964	2429	0	8
2020.01.03	20:00:00	107.964	108.072	107.838	108.045	3429	0	8
2020.01.03	21:00:00	108.049	108.088	108.009	108.009	2838	0	8
2020.01.03	22:00:00	108.009	108.116	108.008	108.089	1969	0	8
2020.01.03	23:00:00	108.089	108.121	108.080	108.080	961	0	8
2020.01.06	00:00:00	107.893	107.931	107.801	107.801	1173	0	8
2020.01.06	01:00:00	107.801	107.978	107.768	107.966	4918	0	8
2020.01.06	02:00:00	107.966	108.118	107.945	108.063	5393	0	8
2020.01.06	03:00:00	108.064	108.081	107.912	107.944	3988	0	8
2020.01.06	04:00:00	107.943	108.052	107.925	108.027	2936	0	8
2020.01.06	05:00:00	108.026	108.073	108.005	108.053	2204	0	8
2020.01.06	06:00:00	108.053	108.101	108.030	108.058	2075	0	8
2020.01.06	07:00:00	108.059	108.069	108.031	108.056	1682	0	8
2020.01.06	08:00:00	108.056	108.068	107.968	108.049	2538	0	8
2020.01.06	09:00:00	108.050	108.174	108.024	108.098	3143	0	8
2020.01.06	10:00:00	108.100	108.132	107.948	107.974	4533	0	8
2020.01.06	11:00:00	107.973	108.033	107.922	107.981	3169	0	8
2020.01.06	12:00:00	107.981	108.032	107.977	107.996	2404	0	8
2020.01.06	13:00:00	107.996	108.079	107.987	108.059	2823	0	8
2020.01.06	14:00:00	108.060	108.159	108.039	108.155	1922	0	8
2020.01.06	15:00:00	108.155	108.159	108.070	108.116	2002	0	8
2020.01.06	16:00:00	108.116	108.149	108.060	108.136	2988	0	8
2020.01.06	17:00:00	108.137	108.362	108.103	108.317	4083	0	8
2020.01.06	18:00:00	108.318	108.411	108.290	108.366	2821	0	8
2020.01.06	19:00:00	108.366	108.396	108.343	108.344	1519	0	8
2020.01.06	20:00:00	108.343	108.391	108.338	108.364	1344	0	8
2020.01.06	21:00:00	108.364	108.502	108.351	108.451	1550	0	8
2020.01.06	22:00:00	108.450	108.458	108.416	108.435	1407	0	8
2020.01.06	23:00:00	108.437	108.444	108.367	108.369	750	0	8
2020.01.07	00:00:00	108.328	108.375	108.317	108.370	998	0	8
2020.01.07	01:00:00	108.369	108.418	108.363	108.410	1924	0	8
2020.01.07	02:00:00	108.410	108.451	108.373	108.424	2625	0	8
2020.01.07	03:00:00	108.425	108.459	108.372	108.431	2901	0	8
2020.01.07	04:00:00	108.430	108.478	108.418	108.470	1842	0	8
2020.01.07	05:00:00	108.470	108.494	108.442	108.468	2288	0	8
2020.01.07	06:00:00	108.468	108.500	108.456	108.494	1273	0	8
2020.01.07	07:00:00	108.495	108.504	108.431	108.432	1825	0	8
2020.01.07	08:00:00	108.433	108.450	108.338	108.440	3105	0	8
2020.01.07	09:00:00	108.442	108.442	108.257	108.315	3691	0	8
2020.01.07	10:00:00	108.314	108.498	108.306	108.450	4151	0	8
2020.01.07	11:00:00	108.450	108.480	108.410	108.463	2618	0	8
2020.01.07	12:00:00	108.463	108.482	108.365	108.411	3243	0	8
2020.01.07	13:00:00	108.411	108.422	108.373	108.393	1979	0	8
2020.01.07	14:00:00	108.393	108.424	108.375	108.421	1934	0	8
2020.01.07	15:00:00	108.421	108.474	108.413	108.435	2942	0	8
2020.01.07	16:00:00	108.435	108.478	108.314	108.418	4101	0	8
2020.01.07	17:00:00	108.418	108.626	108.411	108.603	5440	0	8
2020.01.07	18:00:00	108.603	108.624	108.522	108.533	2727	0	8
2020.01.07	19:00:00	108.533	108.551	108.508	108.543	2076	0	8
2020.01.07	20:00:00	108.543	108.564	108.507	108.537	1164	0	8
2020.01.07	21:00:00	108.537	108.590	108.519	108.526	1925	0	8
2020.01.07	22:00:00	108.526	108.553	108.524	108.551	1230	0	8
2020.01.07	23:00:00	108.551	108.556	108.348	108.457	2093	0	8
2020.01.08	00:00:00	108.443	108.510	108.407	108.452	2217	0	8
2020.01.08	01:00:00	108.452	108.471	107.827	107.994	8852	0	8
2020.01.08	02:00:00	107.995	108.065	107.647	107.862	10866	0	8
2020.01.08	03:00:00	107.860	108.138	107.805	108.029	9921	0	8
2020.01.08	04:00:00	108.027	108.456	107.999	108.388	10054	0	8
2020.01.08	05:00:00	108.388	108.405	108.163	108.360	6192	0	8
2020.01.08	06:00:00	108.359	108.397	108.273	108.310	2464	0	8
2020.01.08	07:00:00	108.310	108.378	108.286	108.303	3657	0	8
2020.01.08	08:00:00	108.303	108.408	108.271	108.374	3158	0	8
2020.01.08	09:00:00	108.374	108.464	108.374	108.418	4384	0	8
2020.01.08	10:00:00	108.419	108.486	108.393	108.451	6057	0	8
2020.01.08	11:00:00	108.450	108.479	108.417	108.443	2956	0	8
2020.01.08	12:00:00	108.443	108.751	108.421	108.675	3650	0	8
2020.01.08	13:00:00	108.675	108.769	108.609	108.718	3955	0	8
2020.01.08	14:00:00	108.718	108.782	108.651	108.756	3476	0	8
2020.01.08	15:00:00	108.756	108.812	108.667	108.668	4064	0	8
2020.01.08	16:00:00	108.668	108.734	108.628	108.690	4192	0	8
2020.01.08	17:00:00	108.690	108.741	108.613	108.620	4051	0	8
2020.01.08	18:00:00	108.622	109.097	108.620	109.031	7174	0	8
2020.01.08	19:00:00	109.031	109.130	109.010	109.094	4089	0	8
2020.01.08	20:00:00	109.094	109.169	109.093	109.132	2381	0	8
2020.01.08	21:00:00	109.132	109.240	109.132	109.228	2132	0	8
2020.01.08	22:00:00	109.226	109.226	108.997	109.034	3468	0	8
2020.01.08	23:00:00	109.036	109.168	109.015	109.129	1456	0	8
2020.01.09	00:00:00	109.074	109.120	109.041	109.074	2843	0	8
2020.01.09	01:00:00	109.074	109.122	109.009	109.033	1675	0	8
2020.01.09	02:00:00	109.034	109.239	109.027	109.181	4219	0	8
2020.01.09	03:00:00	109.182	109.252	109.177	109.233	3643	0	8
2020.01.09	04:00:00	109.233	109.234	109.177	109.194	2530	0	8
2020.01.09	05:00:00	109.194	109.200	109.146	109.188	1817	0	8
2020.01.09	06:00:00	109.188	109.219	109.179	109.211	1901	0	8
2020.01.09	07:00:00	109.211	109.281	109.205	109.272	1989	0	8
2020.01.09	08:00:00	109.272	109.320	109.256	109.279	2328	0	8
2020.01.09	09:00:00	109.280	109.359	109.247	109.353	3228	0	8
2020.01.09	10:00:00	109.353	109.370	109.271	109.333	4320	0	8
2020.01.09	11:00:00	109.333	109.429	109.323	109.429	3575	0	8
2020.01.09	12:00:00	109.428	109.451	109.398	109.438	2665	0	8
2020.01.09	13:00:00	109.438	109.485	109.415	109.448	2171	0	8
2020.01.09	14:00:00	109.447	109.454	109.314	109.350	3337	0	8
2020.01.09	15:00:00	109.350	109.457	109.348	109.428	2523	0	8
2020.01.09	16:00:00	109.428	109.514	109.423	109.484	3769	0	8
2020.01.09	17:00:00	109.482	109.578	109.457	109.536	2835	0	8
2020.01.09	18:00:00	109.537	109.556	109.467	109.473	2532	0	8
2020.01.09	19:00:00	109.473	109.512	109.439	109.507	1999	0	8
2020.01.09	20:00:00	109.507	109.507	109.388	109.450	3099	0	8
2020.01.09	21:00:00	109.450	109.516	109.447	109.508	1988	0	8
2020.01.09	22:00:00	109.507	109.535	109.490	109.496	1996	0	8
2020.01.09	23:00:00	109.496	109.521	109.488	109.519	1085	0	8
2020.01.10	00:00:00	109.504	109.548	109.450	109.474	1846	0	8
2020.01.10	01:00:00	109.474	109.522	109.469	109.494	1723	0	8
2020.01.10	02:00:00	109.493	109.578	109.456	109.486	4567	0	8
2020.01.10	03:00:00	109.486	109.543	109.475	109.538	2396	0	8
2020.01.10	04:00:00	109.541	109.544	109.502	109.537	1612	0	8
2020.01.10	05:00:00	109.536	109.541	109.514	109.526	1429	0	8
2020.01.10	06:00:00	109.525	109.546	109.524	109.545	1813	0	8
2020.01.10	07:00:00	109.546	109.602	109.536	109.559	1673	0	8
2020.01.10	08:00:00	109.559	109.595	109.550	109.564	1216	0	8
2020.01.10	09:00:00	109.566	109.590	109.560	109.569	1451	0	8
2020.01.10	10:00:00	109.569	109.589	109.554	109.574	1590	0	8
2020.01.10	11:00:00	109.574	109.645	109.563	109.637	1668	0	8
2020.01.10	12:00:00	109.636	109.651	109.608	109.611	1605	0	8
2020.01.10	13:00:00	109.611	109.641	109.591	109.618	1315	0	8
2020.01.10	14:00:00	109.618	109.637	109.605	109.632	1395	0	8
2020.01.10	15:00:00	109.632	109.685	109.502	109.647	4167	0	8
2020.01.10	16:00:00	109.647	109.686	109.505	109.589	3671	0	8
2020.01.10	17:00:00	109.589	109.634	109.541	109.557	3146	0	8
2020.01.10	18:00:00	109.558	109.570	109.445	109.497	2741	0	8
2020.01.10	19:00:00	109.498	109.499	109.428	109.476	2075	0	8
2020.01.10	20:00:00	109.476	109.538	109.476	109.531	1143	0	8
2020.01.10	21:00:00	109.531	109.553	109.510	109.517	1408	0	8
2020.01.10	22:00:00	109.515	109.529	109.479	109.503	1431	0	8
2020.01.10	23:00:00	109.502	109.508	109.453	109.477	1045	0	8
2020.01.13	00:00:00	109.543	109.550	109.501	109.524	3036	0	8
2020.01.13	01:00:00	109.525	109.591	109.525	109.550	1202	0	8
2020.01.13	02:00:00	109.549	109.596	109.530	109.586	1960	0	8
2020.01.13	03:00:00	109.587	109.634	109.585	109.598	2197	0	8
2020.01.13	04:00:00	109.598	109.633	109.582	109.623	1605	0	8
2020.01.13	05:00:00	109.624	109.626	109.595	109.611	1378	0	8
2020.01.13	06:00:00	109.610	109.628	109.607	109.624	946	0	8
2020.01.13	07:00:00	109.624	109.644	109.618	109.632	1244	0	8
2020.01.13	08:00:00	109.633	109.644	109.616	109.620	1035	0	8
2020.01.13	09:00:00	109.621	109.640	109.615	109.625	1404	0	8
2020.01.13	10:00:00	109.625	109.694	109.614	109.686	2078	0	8
2020.01.13	11:00:00	109.686	109.878	109.679	109.846	3231	0	8
2020.01.13	12:00:00	109.846	109.920	109.830	109.889	2363	0	8
2020.01.13	13:00:00	109.889	109.899	109.831	109.845	1698	0	8
2020.01.13	14:00:00	109.846	109.901	109.842	109.884	1285	0	8
2020.01.13	15:00:00	109.884	109.909	109.822	109.844	1816	0	8
2020.01.13	16:00:00	109.844	109.902	109.797	109.884	3243	0	8
2020.01.13	17:00:00	109.884	109.935	109.864	109.919	2900	0	8
2020.01.13	18:00:00	109.919	109.935	109.842	109.933	2661	0	8
2020.01.13	19:00:00	109.933	109.941	109.905	109.914	1560	0	8
2020.01.13	20:00:00	109.914	109.921	109.896	109.914	1079	0	8
2020.01.13	21:00:00	109.914	109.941	109.901	109.919	887	0	8
2020.01.13	22:00:00	109.919	109.925	109.888	109.922	1303	0	8
2020.01.13	23:00:00	109.922	109.942	109.916	109.936	791	0	8
2020.01.14	00:00:00	109.921	109.932	109.914	109.929	1520	0	8
2020.01.14	01:00:00	109.930	110.027	109.911	110.008	1462	0	8
2020.01.14	02:00:00	110.007	110.208	109.996	110.151	3526	0	8
2020.01.14	03:00:00	110.152	110.170	109.994	110.062	3671	0	8
2020.01.14	04:00:00	110.062	110.102	110.012	110.078	2657	0	8
2020.01.14	05:00:00	110.077	110.090	110.041	110.074	1613	0	8
2020.01.14	06:00:00	110.074	110.094	110.040	110.066	1844	0	8
2020.01.14	07:00:00	110.066	110.106	110.049	110.056	1429	0	8
2020.01.14	08:00:00	110.056	110.129	110.053	110.113	1437	0	8
2020.01.14	09:00:00	110.113	110.119	109.963	109.977	2537	0	8
2020.01.14	10:00:00	109.978	110.025	109.882	109.973	3561	0	8
2020.01.14	11:00:00	109.973	110.052	109.960	110.015	2389	0	8
2020.01.14	12:00:00	110.015	110.062	109.992	110.044	1959	0	8
2020.01.14	13:00:00	110.044	110.048	109.945	109.973	2427	0	8
2020.01.14	14:00:00	109.972	110.056	109.957	110.053	1866	0	8
2020.01.14	15:00:00	110.053	110.109	109.968	110.003	2971	0	8
2020.01.14	16:00:00	110.003	110.070	109.927	109.962	3915	0	8
2020.01.14	17:00:00	109.963	110.048	109.943	110.044	3063	0	8
2020.01.14	18:00:00	110.044	110.100	110.019	110.044	2415	0	8
2020.01.14	19:00:00	110.044	110.106	110.026	110.091	1745	0	8
2020.01.14	20:00:00	110.091	110.110	109.852	109.955	4347	0	8
2020.01.14	21:00:00	109.955	110.051	109.914	109.990	3714	0	8
2020.01.14	22:00:00	109.990	110.000	109.939	109.951	2024	0	8
2020.01.14	23:00:00	109.952	110.004	109.951	109.996	1223	0	8
2020.01.15	00:00:00	109.954	110.009	109.942	109.982	1017	0	8
2020.01.15	01:00:00	109.982	109.987	109.813	109.849	1803	0	8
2020.01.15	02:00:00	109.849	109.969	109.847	109.907	4108	0	8
2020.01.15	03:00:00	109.908	109.965	109.898	109.946	2660	0	8
2020.01.15	04:00:00	109.953	109.958	109.882	109.929	2134	0	8
2020.01.15	05:00:00	109.929	109.955	109.884	109.896	1945	0	8
2020.01.15	06:00:00	109.896	109.902	109.862	109.888	1443	0	8
2020.01.15	07:00:00	109.889	109.928	109.882	109.916	1484	0	8
2020.01.15	08:00:00	109.916	109.940	109.912	109.936	1171	0	8
2020.01.15	09:00:00	109.936	109.946	109.903	109.913	1466	0	8
2020.01.15	10:00:00	109.912	109.945	109.896	109.912	2191	0	8
2020.01.15	11:00:00	109.913	109.925	109.844	109.864	2258	0	8
2020.01.15	12:00:00	109.864	109.905	109.845	109.874	2144	0	8
2020.01.15	13:00:00	109.874	109.883	109.828	109.846	2245	0	8
2020.01.15	14:00:00	109.846	109.889	109.829	109.866	2202	0	8
2020.01.15	15:00:00	109.866	109.916	109.818	109.828	3075	0	8
2020.01.15	16:00:00	109.828	109.944	109.786	109.933	4125	0	8
2020.01.15	17:00:00	109.933	109.994	109.861	109.983	3526	0	8
2020.01.15	18:00:00	109.982	109.998	109.921	109.941	2996	0	8
2020.01.15	19:00:00	109.941	109.963	109.879	109.883	2430	0	8
2020.01.15	20:00:00	109.883	109.923	109.851	109.881	2479	0	8
2020.01.15	21:00:00	109.882	109.921	109.879	109.914	1761	0	8
2020.01.15	22:00:00	109.916	109.924	109.846	109.886	2188	0	8
2020.01.15	23:00:00	109.886	109.913	109.878	109.897	608	0	8
2020.01.16	00:00:00	109.878	109.889	109.846	109.878	2154	0	8
2020.01.16	01:00:00	109.878	109.907	109.851	109.880	1466	0	8
2020.01.16	02:00:00	109.880	109.987	109.869	109.921	3579	0	8
2020.01.16	03:00:00	109.921	109.932	109.892	109.924	1709	0	8
2020.01.16	04:00:00	109.926	109.943	109.917	109.931	1788	0	8
2020.01.16	05:00:00	109.930	109.940	109.909	109.932	884	0	8
2020.01.16	06:00:00	109.932	109.937	109.914	109.924	1287	0	8
2020.01.16	07:00:00	109.925	109.945	109.923	109.942	788	0	8
2020.01.16	08:00:00	109.942	109.962	109.930	109.961	1151	0	8
2020.01.16	09:00:00	109.962	109.978	109.948	109.968	2061	0	8
2020.01.16	10:00:00	109.969	110.061	109.946	110.034	3015	0	8
2020.01.16	11:00:00	110.034	110.036	109.948	109.997	2244	0	8
2020.01.16	12:00:00	109.997	110.002	109.953	109.987	1772	0	8
2020.01.16	13:00:00	109.987	109.988	109.951	109.967	1610	0	8
2020.01.16	14:00:00	109.967	109.980	109.956	109.964	1503	0	8
2020.01.16	15:00:00	109.964	110.050	109.925	110.009	3197	0	8
2020.01.16	16:00:00	110.008	110.142	109.989	110.058	3397	0	8
2020.01.16	17:00:00	110.057	110.131	109.952	110.113	4212	0	8
2020.01.16	18:00:00	110.113	110.172	110.109	110.161	2576	0	8
2020.01.16	19:00:00	110.161	110.174	110.141	110.145	1679	0	8
2020.01.16	20:00:00	110.145	110.159	110.116	110.129	1390	0	8
2020.01.16	21:00:00	110.132	110.147	110.118	110.123	1273	0	8
2020.01.16	22:00:00	110.123	110.170	110.122	110.136	1399	0	8
2020.01.16	23:00:00	110.136	110.171	110.128	110.158	574	0	8
2020.01.17	00:00:00	110.150	110.183	110.148	110.174	2050	0	8
2020.01.17	01:00:00	110.173	110.233	110.171	110.177	1989	0	8
2020.01.17	02:00:00	110.177	110.286	110.151	110.258	2982	0	8
2020.01.17	03:00:00	110.259	110.259	110.150	110.177	2922	0	8
2020.01.17	04:00:00	110.181	110.220	110.172	110.203	2620	0	8
2020.01.17	05:00:00	110.203	110.222	110.188	110.214	1175	0	8
2020.01.17	06:00:00	110.214	110.217	110.178	110.178	824	0	8
2020.01.17	07:00:00	110.179	110.208	110.178	110.194	1468	0	8
2020.01.17	08:00:00	110.194	110.251	110.194	110.238	1677	0	8
2020.01.17	09:00:00	110.238	110.249	110.194	110.210	1681	0	8
2020.01.17	10:00:00	110.209	110.239	110.171	110.176	2062	0	8
2020.01.17	11:00:00	110.176	110.197	110.147	110.174	1950	0	8
2020.01.17	12:00:00	110.174	110.194	110.106	110.108	1873	0	8
2020.01.17	13:00:00	110.108	110.157	110.082	110.146	1598	0	8
2020.01.17	14:00:00	110.146	110.154	110.095	110.098	1432	0	8
2020.01.17	15:00:00	110.098	110.208	110.090	110.184	2469	0	8
2020.01.17	16:00:00	110.184	110.209	110.099	110.148	2925	0	8
2020.01.17	17:00:00	110.147	110.179	110.044	110.162	3284	0	8
2020.01.17	18:00:00	110.162	110.198	110.127	110.159	2568	0	8
2020.01.17	19:00:00	110.158	110.173	110.129	110.136	1267	0	8
2020.01.17	20:00:00	110.136	110.151	110.118	110.133	1283	0	8
2020.01.17	21:00:00	110.133	110.146	110.108	110.146	1210	0	8
2020.01.17	22:00:00	110.146	110.169	110.116	110.149	1206	0	8
2020.01.17	23:00:00	110.151	110.176	110.129	110.134	1673	0	8
2020.01.20	00:00:00	110.070	110.181	110.070	110.126	2931	0	8
2020.01.20	01:00:00	110.130	110.190	110.127	110.185	1375	0	8
2020.01.20	02:00:00	110.185	110.214	110.158	110.175	2257	0	8
2020.01.20	03:00:00	110.175	110.194	110.149	110.180	1377	0	8
2020.01.20	04:00:00	110.179	110.206	110.177	110.180	1125	0	8
2020.01.20	05:00:00	110.180	110.190	110.169	110.182	1052	0	8
2020.01.20	06:00:00	110.182	110.192	110.166	110.183	1126	0	8
2020.01.20	07:00:00	110.183	110.196	110.176	110.177	1170	0	8
2020.01.20	08:00:00	110.177	110.184	110.164	110.175	1144	0	8
2020.01.20	09:00:00	110.175	110.179	110.112	110.119	1149	0	8
2020.01.20	10:00:00	110.119	110.169	110.109	110.151	2148	0	8
2020.01.20	11:00:00	110.151	110.176	110.144	110.163	1121	0	8
2020.01.20	12:00:00	110.163	110.178	110.154	110.176	1457	0	8
2020.01.20	13:00:00	110.177	110.188	110.172	110.184	925	0	8
2020.01.20	14:00:00	110.184	110.196	110.180	110.184	1287	0	8
2020.01.20	15:00:00	110.184	110.193	110.169	110.180	809	0	8
2020.01.20	16:00:00	110.180	110.189	110.169	110.170	775	0	8
2020.01.20	17:00:00	110.170	110.177	110.132	110.150	1098	0	8
2020.01.20	18:00:00	110.150	110.172	110.148	110.169	589	0	8
2020.01.20	19:00:00	110.170	110.179	110.161	110.179	649	0	8
2020.01.20	20:00:00	110.179	110.183	110.162	110.171	500	0	8
2020.01.20	21:00:00	110.171	110.178	110.148	110.154	707	0	8
2020.01.20	22:00:00	110.154	110.168	110.148	110.158	1746	0	8
2020.01.20	23:00:00	110.158	110.179	110.144	110.178	1519	0	8
2020.01.21	00:00:00	110.174	110.182	110.162	110.171	2174	0	8
2020.01.21	01:00:00	110.172	110.183	110.150	110.172	1345	0	8
2020.01.21	02:00:00	110.171	110.218	110.156	110.207	2076	0	8
2020.01.21	03:00:00	110.207	110.209	109.901	109.945	5988	0	8
2020.01.21	04:00:00	109.946	110.017	109.894	109.970	3752	0	8
2020.01.21	05:00:00	109.970	110.016	109.946	109.968	1941	0	8
2020.01.21	06:00:00	109.968	109.992	109.930	109.964	2053	0	8
2020.01.21	07:00:00	109.964	109.994	109.932	109.933	1584	0	8
2020.01.21	08:00:00	109.934	109.969	109.885	109.901	1901	0	8
2020.01.21	09:00:00	109.903	110.019	109.898	109.972	2800	0	8
2020.01.21	10:00:00	109.973	109.985	109.917	109.960	3707	0	8
2020.01.21	11:00:00	109.960	109.999	109.939	109.952	1866	0	8
2020.01.21	12:00:00	109.953	109.997	109.952	109.997	1668	0	8
2020.01.21	13:00:00	109.997	110.073	109.997	110.051	2042	0	8
2020.01.21	14:00:00	110.051	110.069	110.037	110.038	1281	0	8
2020.01.21	15:00:00	110.037	110.082	109.994	110.059	2143	0	8
2020.01.21	16:00:00	110.059	110.116	109.995	109.995	3094	0	8
2020.01.21	17:00:00	109.994	110.039	109.859	109.904	2839	0	8
2020.01.21	18:00:00	109.904	109.972	109.878	109.953	2262	0	8
2020.01.21	19:00:00	109.955	109.971	109.914	109.916	1151	0	8
2020.01.21	20:00:00	109.916	109.945	109.763	109.795	3725	0	8
2020.01.21	21:00:00	109.795	109.823	109.758	109.787	2880	0	8
2020.01.21	22:00:00	109.787	109.843	109.783	109.813	2129	0	8
2020.01.21	23:00:00	109.814	109.871	109.785	109.870	1289	0	8
2020.01.22	00:00:00	109.839	109.862	109.824	109.848	2356	0	8
2020.01.22	01:00:00	109.851	109.928	109.847	109.908	1379	0	8
2020.01.22	02:00:00	109.911	109.940	109.864	109.897	2821	0	8
2020.01.22	03:00:00	109.898	109.966	109.862	109.899	3347	0	8
2020.01.22	04:00:00	109.899	110.088	109.894	110.050	4306	0	8
2020.01.22	05:00:00	110.051	110.064	110.018	110.027	1853	0	8
2020.01.22	06:00:00	110.026	110.041	109.986	110.003	1355	0	8
2020.01.22	07:00:00	110.002	110.044	109.996	110.037	1742	0	8
2020.01.22	08:00:00	110.036	110.058	110.022	110.040	1415	0	8
2020.01.22	09:00:00	110.042	110.044	109.972	110.002	1989	0	8
2020.01.22	10:00:00	110.002	110.004	109.948	109.964	2419	0	8
2020.01.22	11:00:00	109.964	109.988	109.932	109.959	1965	0	8
2020.01.22	12:00:00	109.960	109.984	109.945	109.971	1305	0	8
2020.01.22	13:00:00	109.972	110.002	109.935	109.992	2279	0	8
2020.01.22	14:00:00	109.992	109.997	109.950	109.968	1595	0	8
2020.01.22	15:00:00	109.968	109.993	109.943	109.949	2021	0	8
2020.01.22	16:00:00	109.949	109.962	109.856	109.882	2768	0	8
2020.01.22	17:00:00	109.881	109.936	109.828	109.906	3179	0	8
2020.01.22	18:00:00	109.906	109.932	109.848	109.926	2375	0	8
2020.01.22	19:00:00	109.926	109.933	109.863	109.866	1521	0	8
2020.01.22	20:00:00	109.866	109.912	109.858	109.880	2097	0	8
2020.01.22	21:00:00	109.880	109.909	109.873	109.879	1401	0	8
2020.01.22	22:00:00	109.879	109.885	109.841	109.856	2278	0	8
2020.01.22	23:00:00	109.856	109.893	109.835	109.837	1333	0	8
2020.01.23	00:00:00	109.827	109.855	109.804	109.827	1151	0	8
2020.01.23	01:00:00	109.827	109.837	109.659	109.733	2433	0	8
2020.01.23	02:00:00	109.734	109.761	109.651	109.668	3930	0	8
2020.01.23	03:00:00	109.668	109.684	109.592	109.641	3288	0	8
2020.01.23	04:00:00	109.640	109.679	109.633	109.656	1751	0	8
2020.01.23	05:00:00	109.657	109.668	109.598	109.605	1593	0	8
2020.01.23	06:00:00	109.605	109.630	109.572	109.612	1887	0	8
2020.01.23	07:00:00	109.614	109.619	109.558	109.577	2476	0	8
2020.01.23	08:00:00	109.578	109.584	109.500	109.547	2207	0	8
2020.01.23	09:00:00	109.546	109.621	109.530	109.603	2799	0	8
2020.01.23	10:00:00	109.603	109.610	109.488	109.533	3409	0	8
2020.01.23	11:00:00	109.533	109.567	109.508	109.527	2212	0	8
2020.01.23	12:00:00	109.527	109.583	109.516	109.573	1672	0	8
2020.01.23	13:00:00	109.573	109.637	109.565	109.630	1749	0	8
2020.01.23	14:00:00	109.630	109.647	109.547	109.591	1773	0	9
2020.01.23	15:00:00	109.591	109.605	109.496	109.526	3522	0	9
2020.01.23	16:00:00	109.525	109.572	109.342	109.380	5832	0	9
2020.01.23	17:00:00	109.380	109.450	109.307	109.368	4768	0	9
2020.01.23	18:00:00	109.368	109.399	109.263	109.395	4141	0	9
2020.01.23	19:00:00	109.395	109.408	109.347	109.352	2201	0	9
2020.01.23	20:00:00	109.350	109.472	109.347	109.469	2630	0	9
2020.01.23	21:00:00	109.469	109.533	109.459	109.518	2230	0	9
2020.01.23	22:00:00	109.517	109.523	109.471	109.490	1632	0	9
2020.01.23	23:00:00	109.490	109.507	109.454	109.488	1167	0	9
2020.01.24	00:00:00	109.481	109.539	109.470	109.523	1299	0	9
2020.01.24	01:00:00	109.524	109.566	109.501	109.564	907	0	9
2020.01.24	02:00:00	109.564	109.573	109.505	109.530	2459	0	9
2020.01.24	03:00:00	109.530	109.543	109.436	109.469	2197	0	9
2020.01.24	04:00:00	109.469	109.485	109.440	109.453	1983	0	9
2020.01.24	05:00:00	109.453	109.475	109.448	109.472	1093	0	9
